2024-04-30 09:03:06.342795 - STARTING PROCESS
2024-04-30 09:03:06.344250 - Choosen model: /Prove/Cerro/models/stable-diffusion-2-inpainting
2024-04-30 09:03:06.345102 - Input Path: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset
2024-04-30 09:03:06.345970 - Output Path: /Prove/Cerro/Out_SIZE_v2
2024-04-30 09:03:06.346819 - Choosen Hardware: cuda
2024-04-30 09:03:10.562293 - ImageManager.__init__ - DEBUG - Input Path: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset - Output Path: /Prove/Cerro/Out_SIZE_v2
2024-04-30 09:07:32.013567 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L5/S1/D18_L5S1C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L5/S1/D18_L5S1C4.mp4'
2024-04-30 09:07:32.080870 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L6/S2/D18_L6S2C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L6/S2/D18_L6S2C4.mp4'
2024-04-30 09:07:32.107275 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L6/S5/D18_L6S5C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L6/S5/D18_L6S5C4.mp4'
2024-04-30 09:07:32.236435 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L6/S3/D18_L6S3C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L6/S3/D18_L6S3C4.mp4'
2024-04-30 09:07:32.290545 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L6/S4/D18_L6S4C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L6/S4/D18_L6S4C4.mp4'
2024-04-30 09:07:32.359261 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L6/S1/D18_L6S1C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L6/S1/D18_L6S1C4.mp4'
2024-04-30 09:07:32.426416 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L3/S2/D18_L3S2C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L3/S2/D18_L3S2C4.mp4'
2024-04-30 09:07:32.452325 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L3/S5/D18_L3S5C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L3/S5/D18_L3S5C4.mp4'
2024-04-30 09:07:32.548213 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L3/S3/D18_L3S3C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L3/S3/D18_L3S3C4.mp4'
2024-04-30 09:07:32.649344 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L3/S4/D18_L3S4C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L3/S4/D18_L3S4C4.mp4'
2024-04-30 09:07:32.653276 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L3/S1/D18_L3S1C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L3/S1/D18_L3S1C4.mp4'
2024-04-30 09:07:32.751508 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L7/S2/D18_L7S2C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L7/S2/D18_L7S2C4.mp4'
2024-04-30 09:07:32.888196 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L7/S5/D18_L7S5C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L7/S5/D18_L7S5C4.mp4'
2024-04-30 09:07:32.918443 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L7/S3/D18_L7S3C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L7/S3/D18_L7S3C4.mp4'
2024-04-30 09:07:33.031586 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L7/S4/D18_L7S4C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L7/S4/D18_L7S4C4.mp4'
2024-04-30 09:07:33.036351 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L7/S1/D18_L7S1C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L7/S1/D18_L7S1C4.mp4'
2024-04-30 09:07:33.152145 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L1/S2/D18_L1S2C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L1/S2/D18_L1S2C4.mp4'
2024-04-30 09:07:33.244116 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L1/S6/D18_L1S6C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L1/S6/D18_L1S6C4.mp4'
2024-04-30 09:07:33.314829 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L1/S5/D18_L1S5C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L1/S5/D18_L1S5C4.mp4'
2024-04-30 09:07:33.318966 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L1/S3/D18_L1S3C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L1/S3/D18_L1S3C4.mp4'
2024-04-30 09:07:33.382426 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L1/S4/D18_L1S4C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L1/S4/D18_L1S4C4.mp4'
2024-04-30 09:07:33.492833 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L1/S1/D18_L1S1C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D18_Samsung_GalaxyS6/Nat/jpeg-h264/L1/S1/D18_L1S1C4.mp4'
2024-04-30 09:07:33.631060 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Flat/jpeg-h264/D31_V004.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Flat/jpeg-h264/D31_V004.mp4'
2024-04-30 09:07:33.634586 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Flat/jpeg-h264/D31_V002.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Flat/jpeg-h264/D31_V002.mp4'
2024-04-30 09:07:33.693198 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Flat/jpeg-h264/D31_V003.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Flat/jpeg-h264/D31_V003.mp4'
2024-04-30 09:07:34.032262 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Flat/jpeg-h264/D31_V001.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Flat/jpeg-h264/D31_V001.mp4'
2024-04-30 09:07:35.206604 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Flat/jpeg-h264/D31_V005.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Flat/jpeg-h264/D31_V005.mp4'
2024-04-30 09:07:35.938563 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L4/S2/D31_L4S2C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L4/S2/D31_L4S2C4.mp4'
2024-04-30 09:07:36.251039 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L4/S5/D31_L4S5C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L4/S5/D31_L4S5C4.mp4'
2024-04-30 09:07:36.316582 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L4/S3/D31_L4S3C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L4/S3/D31_L4S3C4.mp4'
2024-04-30 09:07:36.700806 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L4/S4/D31_L4S4C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L4/S4/D31_L4S4C4.mp4'
2024-04-30 09:07:36.901314 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L4/S1/D31_L4S1C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L4/S1/D31_L4S1C4.mp4'
2024-04-30 09:07:36.969261 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L2/S2/D31_L2S2C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L2/S2/D31_L2S2C4.mp4'
2024-04-30 09:07:37.201575 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L2/S5/D31_L2S5C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L2/S5/D31_L2S5C4.mp4'
2024-04-30 09:07:37.311596 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L2/S3/D31_L2S3C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L2/S3/D31_L2S3C4.mp4'
2024-04-30 09:07:37.490556 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L2/S4/D31_L2S4C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L2/S4/D31_L2S4C4.mp4'
2024-04-30 09:07:37.724091 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L2/S1/D31_L2S1C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L2/S1/D31_L2S1C4.mp4'
2024-04-30 09:07:37.729010 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L5/S2/D31_L5S2C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L5/S2/D31_L5S2C4.mp4'
2024-04-30 09:07:38.068720 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L5/S5/D31_L5S5C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L5/S5/D31_L5S5C4.mp4'
2024-04-30 09:07:38.245268 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L5/S3/D31_L5S3C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L5/S3/D31_L5S3C4.mp4'
2024-04-30 09:07:38.370619 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L5/S4/D31_L5S4C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L5/S4/D31_L5S4C4.mp4'
2024-04-30 09:07:38.555860 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L5/S1/D31_L5S1C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L5/S1/D31_L5S1C4.mp4'
2024-04-30 09:07:38.798873 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L6/S2/D31_L6S2C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L6/S2/D31_L6S2C4.mp4'
2024-04-30 09:07:38.924934 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L6/S5/D31_L6S5C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L6/S5/D31_L6S5C4.mp4'
2024-04-30 09:07:39.054125 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L6/S3/D31_L6S3C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L6/S3/D31_L6S3C4.mp4'
2024-04-30 09:07:39.187599 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L6/S4/D31_L6S4C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L6/S4/D31_L6S4C4.mp4'
2024-04-30 09:07:39.483576 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L6/S1/D31_L6S1C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L6/S1/D31_L6S1C4.mp4'
2024-04-30 09:07:39.603470 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L3/S2/D31_L3S2C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L3/S2/D31_L3S2C4.mp4'
2024-04-30 09:07:39.911771 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L3/S5/D31_L3S5C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L3/S5/D31_L3S5C4.mp4'
2024-04-30 09:07:40.083403 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L3/S3/D31_L3S3C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L3/S3/D31_L3S3C4.mp4'
2024-04-30 09:07:40.204933 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L3/S4/D31_L3S4C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L3/S4/D31_L3S4C4.mp4'
2024-04-30 09:07:40.270154 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L3/S1/D31_L3S1C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L3/S1/D31_L3S1C4.mp4'
2024-04-30 09:07:40.466347 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L7/S2/D31_L7S2C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L7/S2/D31_L7S2C4.mp4'
2024-04-30 09:07:40.861324 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L7/S5/D31_L7S5C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L7/S5/D31_L7S5C4.mp4'
2024-04-30 09:07:41.070846 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L7/S3/D31_L7S3C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L7/S3/D31_L7S3C4.mp4'
2024-04-30 09:07:41.263008 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L7/S4/D31_L7S4C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L7/S4/D31_L7S4C4.mp4'
2024-04-30 09:07:41.267605 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L7/S1/D31_L7S1C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L7/S1/D31_L7S1C4.mp4'
2024-04-30 09:07:41.625932 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L1/S2/D31_L1S2C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L1/S2/D31_L1S2C4.mp4'
2024-04-30 09:07:41.815179 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L1/S6/D31_L1S6C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L1/S6/D31_L1S6C4.mp4'
2024-04-30 09:07:41.941350 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L1/S5/D31_L1S5C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L1/S5/D31_L1S5C4.mp4'
2024-04-30 09:07:42.121376 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L1/S3/D31_L1S3C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L1/S3/D31_L1S3C4.mp4'
2024-04-30 09:07:42.303171 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L1/S4/D31_L1S4C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L1/S4/D31_L1S4C4.mp4'
2024-04-30 09:07:42.428074 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L1/S1/D31_L1S1C4.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D31_Xiaomi_MiA2Lite/Nat/jpeg-h264/L1/S1/D31_L1S1C4.mp4'
2024-04-30 09:07:43.360080 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D03_Huawei_P8Lite/Flat/jpeg-h264/D03_V004.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D03_Huawei_P8Lite/Flat/jpeg-h264/D03_V004.mp4'
2024-04-30 09:07:43.975347 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D03_Huawei_P8Lite/Flat/jpeg-h264/D03_V003.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D03_Huawei_P8Lite/Flat/jpeg-h264/D03_V003.mp4'
2024-04-30 09:07:44.056262 - ImageManager.is_image - ERROR - Corrupted: /images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D03_Huawei_P8Lite/Flat/jpeg-h264/D03_V001.mp4 - cannot identify image file '/images/images/forensic_datasets/Container_Datasets/FloreView/Dataset/D03_Huawei_P8Lite/Flat/jpeg-h264/D03_V001.mp4'
